Ensembl Gene ID	Associated Gene Name	Gene Biotype
ENSMUSG00000095824	Gm13697	protein_coding
ENSMUSG00000036027	1810046K07Rik	protein_coding
ENSMUSG00000020300	Cpeb4	protein_coding
ENSMUSG00000021494	Ddx41	protein_coding
ENSMUSG00000097175	Gm27018	pseudogene
ENSMUSG00000046980	Pcdh15	pseudogene
ENSMUSG00000025733	Rhot2	protein_coding
ENSMUSG00000031101	Sash3	protein_coding
ENSMUSG00000097900	Gm8652	pseudogene
ENSMUSG00000085456	Gm15398	lincRNA
ENSMUSG00000027562	Car2	protein_coding
ENSMUSG00000040828	Catsperd	protein_coding
ENSMUSG00000093456	Gm20662	protein_coding
ENSMUSG00000091825	Gm5778	pseudogene
ENSMUSG00000093658	Gm20617	lincRNA
ENSMUSG00000028397	Kdm4c	protein_coding
ENSMUSG00000083781	Gm14842	pseudogene
ENSMUSG00000093380	Gm20685	lincRNA
ENSMUSG00000081437	Gm12402	pseudogene
ENSMUSG00000096056	Gm21986	processed_transcript
ENSMUSG00000082186	Gm12403	pseudogene
ENSMUSG00000093675	Gm20618	lincRNA
ENSMUSG00000081866	Gm12401	pseudogene
ENSMUSG00000079247	Gm13691	protein_coding
ENSMUSG00000070577	Gm572	protein_coding
ENSMUSG00000093581	Gm18006	pseudogene
ENSMUSG00000036162	1700066J24Rik	antisense
ENSMUSG00000085176	Gm15397	sense_intronic
ENSMUSG00000093651	Gm5873	pseudogene
ENSMUSG00000078308	Gm7293	protein_coding
ENSMUSG00000087623	Gm12404	processed_transcript
ENSMUSG00000028423	Nfx1	protein_coding
ENSMUSG00000050910	Cdr2l	protein_coding
ENSMUSG00000090063	Dlx6os1	antisense
ENSMUSG00000043858	Nup62	protein_coding
ENSMUSG00000087370	Tmem170b	protein_coding
ENSMUSG00000032101	Ddx25	protein_coding
ENSMUSG00000020803	Txndc17	protein_coding
ENSMUSG00000084761	Gm12406	antisense
ENSMUSG00000026604	Ptpn14	protein_coding
ENSMUSG00000025983	Ccdc150	protein_coding
ENSMUSG00000087054	Gm12405	antisense
ENSMUSG00000021495	Fam193b	protein_coding
ENSMUSG00000040312	Cchcr1	protein_coding
ENSMUSG00000078895	Gm11009	protein_coding
ENSMUSG00000054258	Gm5082	protein_coding
ENSMUSG00000083897	Gm14843	pseudogene
ENSMUSG00000095298	Gm12407	pseudogene
ENSMUSG00000081674	Gm6184	pseudogene
ENSMUSG00000034297	Med13	protein_coding
ENSMUSG00000060534	Dcc	protein_coding
ENSMUSG00000059588	Calcrl	protein_coding
ENSMUSG00000082729	Gm14845	pseudogene
ENSMUSG00000084316	Gm8668	pseudogene
ENSMUSG00000084197	Gm9089	pseudogene
ENSMUSG00000084382	Gm3267	pseudogene
ENSMUSG00000032594	Ip6k1	protein_coding
ENSMUSG00000095597	Gm6472	protein_coding
ENSMUSG00000058569	Tmed9	protein_coding
ENSMUSG00000021259	Cyp46a1	protein_coding
ENSMUSG00000079553	Kifc1	protein_coding
ENSMUSG00000074194	Zfp791	protein_coding
ENSMUSG00000067215	Usp51	protein_coding
ENSMUSG00000058022	Adtrp	protein_coding
ENSMUSG00000018858	Ict1	protein_coding
ENSMUSG00000090785	Gm17116	antisense
ENSMUSG00000074141	Il4i1	protein_coding
ENSMUSG00000029559	2210016L21Rik	protein_coding
ENSMUSG00000062687	Gm6531	protein_coding
ENSMUSG00000079442	St6galnac4	protein_coding
ENSMUSG00000098837	RP23-477C13.2	pseudogene
ENSMUSG00000033423	Eri3	protein_coding
ENSMUSG00000051952	Olfr371	protein_coding
ENSMUSG00000036985	Zdhhc9	protein_coding
ENSMUSG00000047238	Mageh1	protein_coding
ENSMUSG00000025716	Myo3a	protein_coding
ENSMUSG00000063019	Manbal	protein_coding
ENSMUSG00000019897	Ccdc59	protein_coding
ENSMUSG00000021504	B4galt7	protein_coding
ENSMUSG00000086125	Gm15942	lincRNA
ENSMUSG00000068165	Gm10233	pseudogene
ENSMUSG00000086313	Gm15940	sense_intronic
ENSMUSG00000037253	Mex3c	protein_coding
ENSMUSG00000071665	Foxr2	protein_coding
ENSMUSG00000093548	Gm6407	pseudogene
ENSMUSG00000085984	1700001G11Rik	processed_transcript
ENSMUSG00000072407	Gm6419	pseudogene
ENSMUSG00000053199	Arhgap20	protein_coding
ENSMUSG00000055872	Gm9985	pseudogene
ENSMUSG00000021948	Prkcd	protein_coding
ENSMUSG00000082234	Gm16221	pseudogene
ENSMUSG00000030850	Ate1	protein_coding
ENSMUSG00000031696	Vps35	protein_coding
ENSMUSG00000082619	Gm16219	pseudogene
ENSMUSG00000028466	Creb3	protein_coding
ENSMUSG00000074796	Slc4a11	protein_coding
ENSMUSG00000051098	Mblac2	protein_coding
ENSMUSG00000041303	Gtf3c3	protein_coding
ENSMUSG00000026603	Smyd2	protein_coding
ENSMUSG00000084284	Tpt1-ps6	pseudogene
ENSMUSG00000022680	Pdxdc1	protein_coding
ENSMUSG00000083318	Gm15192	pseudogene
ENSMUSG00000082541	Gm9095	pseudogene
ENSMUSG00000034022	Cpsf1	protein_coding
ENSMUSG00000021537	Cetn3	protein_coding
ENSMUSG00000024515	Smad4	protein_coding
ENSMUSG00000015852	Fcrls	protein_coding
ENSMUSG00000083516	Gm15196	pseudogene
ENSMUSG00000045010	Gm4779	antisense
ENSMUSG00000020801	Med31	protein_coding
ENSMUSG00000028262	Clca2	protein_coding
ENSMUSG00000029556	Hnf1a	protein_coding
ENSMUSG00000081536	Gm15193	pseudogene
ENSMUSG00000087505	Gm15241	antisense
ENSMUSG00000070284	Gmppb	protein_coding
ENSMUSG00000079034	Gm8300	protein_coding
ENSMUSG00000009640	Dmap1	protein_coding
ENSMUSG00000094868	Dlx6os2	antisense
ENSMUSG00000085695	Gm15243	antisense
ENSMUSG00000045211	Nudt18	protein_coding
ENSMUSG00000038520	Tbc1d17	protein_coding
ENSMUSG00000053117	E330013P04Rik	protein_coding
ENSMUSG00000078783	Gm9733	protein_coding
ENSMUSG00000004665	Cnn2	protein_coding
ENSMUSG00000032051	Fdx1	protein_coding
ENSMUSG00000097356	Gm26774	lincRNA
ENSMUSG00000085662	Gm16220	antisense
ENSMUSG00000098421	RP24-378F2.2	pseudogene
ENSMUSG00000040165	Cd209c	protein_coding
ENSMUSG00000059901	Adamts14	protein_coding
ENSMUSG00000086798	Gm16222	antisense
ENSMUSG00000099178	RP24-378F2.1	pseudogene
ENSMUSG00000057858	D19Ertd737e	protein_coding
ENSMUSG00000029217	Tec	protein_coding
ENSMUSG00000089711	Gm16240	antisense
ENSMUSG00000095788	Sirpb1a	protein_coding
ENSMUSG00000086241	4930483K19Rik	antisense
ENSMUSG00000048997	Atxn7l2	protein_coding
ENSMUSG00000073678	Pgap1	protein_coding
ENSMUSG00000085468	Gm15343	antisense
ENSMUSG00000040331	Nsmce4a	protein_coding
ENSMUSG00000036941	Elac1	protein_coding
ENSMUSG00000069582	Krtap10-4	pseudogene
ENSMUSG00000022095	Fam160b2	protein_coding
ENSMUSG00000027646	Src	protein_coding
ENSMUSG00000091994	E130317F20Rik	processed_transcript
ENSMUSG00000095028	Sirpb1b	protein_coding
ENSMUSG00000083945	Gm15242	pseudogene
ENSMUSG00000090860	Gm17134	antisense
ENSMUSG00000009070	Rtdr1	protein_coding
ENSMUSG00000087672	Gm15122	antisense
ENSMUSG00000028398	Tmem261	protein_coding
ENSMUSG00000032103	Pus3	protein_coding
ENSMUSG00000096576	Oog1	protein_coding
ENSMUSG00000031553	Adam3	protein_coding
ENSMUSG00000082449	Gm15244	pseudogene
ENSMUSG00000020805	Slc13a5	protein_coding
ENSMUSG00000000881	Dlg3	protein_coding
ENSMUSG00000024556	Me2	protein_coding
ENSMUSG00000020646	Mboat2	protein_coding
ENSMUSG00000098501	RP24-338F2.1	lincRNA
ENSMUSG00000057666	Gapdh	protein_coding
ENSMUSG00000092019	Gm4027	protein_coding
ENSMUSG00000048626	Klf17	protein_coding
ENSMUSG00000099182	RP24-491O22.2	pseudogene
ENSMUSG00000089890	Gm16055	antisense
ENSMUSG00000080983	Gm5419	pseudogene
ENSMUSG00000089735	Gm8428	pseudogene
ENSMUSG00000032050	Rdx	protein_coding
ENSMUSG00000079326	Gm15262	lincRNA
ENSMUSG00000090151	Gm16043	antisense
ENSMUSG00000050555	Hyls1	protein_coding
ENSMUSG00000044021	Muc19	protein_coding
ENSMUSG00000087305	A430035B10Rik	processed_transcript
ENSMUSG00000021501	Caml	protein_coding
ENSMUSG00000051906	Cd209f	protein_coding
ENSMUSG00000027168	Pax6	protein_coding
ENSMUSG00000010175	Prox1	protein_coding
ENSMUSG00000068181	Gm10234	protein_coding
ENSMUSG00000064036	Mro	protein_coding
ENSMUSG00000029474	Rnf34	protein_coding
ENSMUSG00000074452	Pate2	protein_coding
ENSMUSG00000045052	Prlhr	protein_coding
ENSMUSG00000005583	Mef2c	protein_coding
ENSMUSG00000011096	Akt1s1	protein_coding
ENSMUSG00000015854	Cd5l	protein_coding
ENSMUSG00000097679	Rps19-ps5	pseudogene
ENSMUSG00000093744	Gm20675	processed_transcript
ENSMUSG00000020299	4930524B15Rik	protein_coding
ENSMUSG00000085442	Gm3362	pseudogene
ENSMUSG00000061838	Suclg2	protein_coding
ENSMUSG00000041658	Rragb	protein_coding
ENSMUSG00000098021	Gm9522	pseudogene
ENSMUSG00000047821	Trim16	protein_coding
ENSMUSG00000087695	Gm16291	antisense
ENSMUSG00000060803	Gstp1	protein_coding
ENSMUSG00000028977	Casz1	protein_coding
ENSMUSG00000033417	Cacul1	protein_coding
ENSMUSG00000024558	Mapk4	protein_coding
ENSMUSG00000053825	Ppfia2	protein_coding
ENSMUSG00000015790	Surf1	protein_coding
ENSMUSG00000030852	Tacc2	protein_coding
ENSMUSG00000027082	Tfpi	protein_coding
ENSMUSG00000081230	Gm9097	pseudogene
ENSMUSG00000022099	Dmtn	protein_coding
ENSMUSG00000043857	Mgat5b	protein_coding
ENSMUSG00000082284	H3f3a-ps1	pseudogene
ENSMUSG00000029550	Sppl3	protein_coding
ENSMUSG00000083133	Gm14844	pseudogene
ENSMUSG00000020521	Rnft1	protein_coding
ENSMUSG00000087208	Gm5125	pseudogene
ENSMUSG00000062456	Rpl9-ps6	protein_coding
ENSMUSG00000059994	Fcrl1	protein_coding
ENSMUSG00000081969	Gm16471	pseudogene
ENSMUSG00000053861	Gm9925	protein_coding
ENSMUSG00000020297	Nsg2	protein_coding
ENSMUSG00000037355	Uvssa	protein_coding
ENSMUSG00000024896	Minpp1	protein_coding
ENSMUSG00000084142	Gm9103	pseudogene
ENSMUSG00000038252	Ncapd2	protein_coding
ENSMUSG00000036223	Ska1	protein_coding
ENSMUSG00000050189	Etos1	protein_coding
ENSMUSG00000072974	Gm4787	protein_coding
ENSMUSG00000090407	Gm16042	pseudogene
ENSMUSG00000038155	Gstp2	protein_coding
ENSMUSG00000024899	Papss2	protein_coding
ENSMUSG00000090234	Gm16042	pseudogene
ENSMUSG00000083794	Gm16123	pseudogene
ENSMUSG00000040298	Btbd16	protein_coding
ENSMUSG00000058216	BC021614	protein_coding
ENSMUSG00000072972	Adam4	protein_coding
ENSMUSG00000083620	Gm15529	pseudogene
ENSMUSG00000024560	Cxxc1	protein_coding
ENSMUSG00000081263	Gm14859	pseudogene
ENSMUSG00000081845	Prkaca-ps1	pseudogene
ENSMUSG00000042814	Mcts2	protein_coding
ENSMUSG00000032099	Pate4	protein_coding
ENSMUSG00000089951	Gm14435	protein_coding
ENSMUSG00000086540	Scml1	lincRNA
ENSMUSG00000098052	Gm5300	pseudogene
ENSMUSG00000082962	Gm10601	pseudogene
ENSMUSG00000093386	1700120O09Rik	processed_transcript
ENSMUSG00000087146	Gm15205	lincRNA
ENSMUSG00000094995	Gm17365	protein_coding
ENSMUSG00000013662	Atad1	protein_coding
ENSMUSG00000093472	4930438E09Rik	processed_transcript
ENSMUSG00000087571	Gm15202	antisense
ENSMUSG00000085730	Gm13307	antisense
ENSMUSG00000087432	Gm15123	antisense
ENSMUSG00000089872	Rps6kc1	protein_coding
ENSMUSG00000028542	Slc6a9	protein_coding
ENSMUSG00000042745	Id1	protein_coding
ENSMUSG00000093844	Gm16381	protein_coding
ENSMUSG00000093634	Gm10860	processed_transcript
ENSMUSG00000084010	Gm13302	pseudogene
ENSMUSG00000017724	Etv4	protein_coding
ENSMUSG00000082625	Gm15204	pseudogene
ENSMUSG00000091215	Gm17252	protein_coding
ENSMUSG00000093726	Gm20667	sense_overlapping
ENSMUSG00000078881	Gm14434	protein_coding
ENSMUSG00000026811	St6galnac6	protein_coding
ENSMUSG00000098713	RP24-225O12.5	pseudogene
ENSMUSG00000095724	Gm21319	protein_coding
ENSMUSG00000081744	Gm5721	pseudogene
ENSMUSG00000024561	Mbd1	protein_coding
ENSMUSG00000072693	Gm10401	protein_coding
ENSMUSG00000084772	Gm15473	processed_transcript
ENSMUSG00000092499	1700092C10Rik	antisense
ENSMUSG00000027887	Sypl2	protein_coding
ENSMUSG00000043441	Gpr149	protein_coding
ENSMUSG00000002963	Pnkp	protein_coding
ENSMUSG00000098248	RP24-225O12.7	antisense
ENSMUSG00000037033	Clca4	protein_coding
ENSMUSG00000054556	Gm4876	antisense
ENSMUSG00000079168	Cd209g	protein_coding
ENSMUSG00000098255	RP24-67I21.6	antisense
ENSMUSG00000095199	Gm14431	protein_coding
ENSMUSG00000034566	Atp5h	protein_coding
ENSMUSG00000020279	Il9r	protein_coding
ENSMUSG00000097511	Gm16677	lincRNA
ENSMUSG00000033808	Tmem87a	protein_coding
ENSMUSG00000021500	Ddx46	protein_coding
ENSMUSG00000073002	Vamp5	protein_coding
ENSMUSG00000097581	Gm21936	protein_coding
ENSMUSG00000024409	Psors1c2	protein_coding
ENSMUSG00000085712	Gm15124	antisense
ENSMUSG00000079031	BB287469	protein_coding
ENSMUSG00000020516	Rps6kb1	protein_coding
ENSMUSG00000098270	RP24-67I21.5	antisense
ENSMUSG00000009876	Cox4i2	protein_coding
ENSMUSG00000075558	Gm17151	antisense
ENSMUSG00000040268	Plekha1	protein_coding
ENSMUSG00000050732	Vamp8	protein_coding
ENSMUSG00000083808	Gm3828	pseudogene
ENSMUSG00000029545	Acads	protein_coding
ENSMUSG00000074677	Sirpb1c	protein_coding
ENSMUSG00000094526	Gm21451	pseudogene
ENSMUSG00000027820	Mme	protein_coding
ENSMUSG00000087114	Gm16099	antisense
ENSMUSG00000002372	Ranbp3	protein_coding
ENSMUSG00000052331	Ankrd44	protein_coding
ENSMUSG00000085779	2310050B05Rik	antisense
ENSMUSG00000085568	Gm14858	processed_transcript
ENSMUSG00000085171	D830026I12Rik	lincRNA
ENSMUSG00000035394	Ccdc11	protein_coding
ENSMUSG00000035948	Acss3	protein_coding
ENSMUSG00000022101	Fgf17	protein_coding
ENSMUSG00000053460	Ggcx	protein_coding
ENSMUSG00000039518	Cdsn	protein_coding
ENSMUSG00000074196	Gm6289	protein_coding
ENSMUSG00000085264	Gm15581	antisense
ENSMUSG00000090230	Gm16315	antisense
ENSMUSG00000040009	Gnaz	protein_coding
ENSMUSG00000058070	Eml1	protein_coding
ENSMUSG00000090935	Synj2bp	protein_coding
ENSMUSG00000078880	Gm14308	protein_coding
ENSMUSG00000090173	Fbxw10	protein_coding
ENSMUSG00000039269	2300002M23Rik	protein_coding
ENSMUSG00000047911	Npm2	protein_coding
ENSMUSG00000040732	Erg	protein_coding
ENSMUSG00000024857	Cabp2	protein_coding
ENSMUSG00000074195	AI747448	protein_coding
ENSMUSG00000029112	Nkx1-1	protein_coding
ENSMUSG00000041649	Klf8	protein_coding
ENSMUSG00000091174	Gm17677	protein_coding
ENSMUSG00000078879	Gm14306	protein_coding
ENSMUSG00000086409	Gm13898	pseudogene
ENSMUSG00000021366	Hivep1	protein_coding
ENSMUSG00000090509	Sfta2	protein_coding
ENSMUSG00000053907	Mat2a	protein_coding
ENSMUSG00000006205	Htra1	protein_coding
ENSMUSG00000098847	D730048I06RIK	protein_coding
ENSMUSG00000085327	Gm16104	antisense
ENSMUSG00000054723	Vmac	protein_coding
ENSMUSG00000080899	Gm9109	pseudogene
ENSMUSG00000084849	Gm16105	antisense
ENSMUSG00000082902	Ccl19-ps1	pseudogene
ENSMUSG00000090738	Gm17727	protein_coding
ENSMUSG00000083414	Gm14840	pseudogene
ENSMUSG00000082414	Gm13303	pseudogene
ENSMUSG00000082828	Gm16106	pseudogene
ENSMUSG00000019996	Map7	protein_coding
ENSMUSG00000002379	Ndufa11	protein_coding
ENSMUSG00000081443	Gm3880	pseudogene
ENSMUSG00000095348	Gm3892	antisense
ENSMUSG00000068749	Psma5	protein_coding
ENSMUSG00000090034	Gm15917	antisense
ENSMUSG00000032108	D730048I06Rik	protein_coding
ENSMUSG00000080845	Gm9115	pseudogene
ENSMUSG00000039481	Nrtn	protein_coding
ENSMUSG00000021367	Edn1	protein_coding
ENSMUSG00000027309	4930402H24Rik	protein_coding
ENSMUSG00000013663	Pten	protein_coding
ENSMUSG00000038502	Ptov1	protein_coding
ENSMUSG00000011832	Evi5l	protein_coding
ENSMUSG00000020175	Rab36	protein_coding
ENSMUSG00000087577	Gm13299	antisense
ENSMUSG00000047980	9230110F15Rik	protein_coding
ENSMUSG00000040767	Snrnp25	protein_coding
ENSMUSG00000094162	Ccl19-ps3	pseudogene
ENSMUSG00000078588	Ccdc24	protein_coding
ENSMUSG00000078878	Gm14305	protein_coding
ENSMUSG00000036333	Kidins220	protein_coding
ENSMUSG00000078934	9230113P08Rik	protein_coding
ENSMUSG00000052631	Sh2d6	protein_coding
ENSMUSG00000031149	Praf2	protein_coding
ENSMUSG00000091411	Gm5916	protein_coding
ENSMUSG00000037339	Fam53a	protein_coding
ENSMUSG00000068547	Clca6	protein_coding
ENSMUSG00000007603	Dus3l	protein_coding
ENSMUSG00000047517	Dmbt1	protein_coding
ENSMUSG00000026634	Angel2	protein_coding
ENSMUSG00000078780	Gm5150	protein_coding
ENSMUSG00000059187	Fam19a1	protein_coding
ENSMUSG00000024856	Cdk2ap2	protein_coding
ENSMUSG00000046562	Unc119b	protein_coding
ENSMUSG00000002307	Daxx	protein_coding
ENSMUSG00000014177	Tvp23b	protein_coding
ENSMUSG00000063785	Utp14a	protein_coding
ENSMUSG00000035722	Abca7	protein_coding
ENSMUSG00000072878	1700123L14Rik	protein_coding
ENSMUSG00000034810	Scn7a	protein_coding
ENSMUSG00000047213	Ythdf3	protein_coding
ENSMUSG00000078877	Gm14295	protein_coding
ENSMUSG00000063354	Slc39a4	protein_coding
ENSMUSG00000096623	Gm8112	pseudogene
ENSMUSG00000002968	Med25	protein_coding
ENSMUSG00000025885	Myo5b	protein_coding
ENSMUSG00000013668	4933402N03Rik	protein_coding
ENSMUSG00000099315	RP24-175I14.9	antisense
ENSMUSG00000046500	Fam19a4	protein_coding
ENSMUSG00000087481	Gm15608	antisense
ENSMUSG00000023093	Gm7257	protein_coding
ENSMUSG00000098784	RP24-175I14.4	lincRNA
ENSMUSG00000099027	RP24-175I14.7	antisense
ENSMUSG00000094683	Ap3m1-ps	pseudogene
ENSMUSG00000056332	Gm16294	lincRNA
ENSMUSG00000090273	Prr22	protein_coding
ENSMUSG00000056821	1700028I16Rik	lincRNA
ENSMUSG00000098975	RP23-103I12.3	antisense
ENSMUSG00000090710	Gm9513	protein_coding
ENSMUSG00000069713	4933406P04Rik	protein_coding
ENSMUSG00000028248	Sfrs18	protein_coding
ENSMUSG00000090200	1700025N21Rik	antisense
ENSMUSG00000025982	Sf3b1	protein_coding
ENSMUSG00000048031	Fcrl5	protein_coding
ENSMUSG00000074448	Gm5615	protein_coding
ENSMUSG00000020033	4930463O16Rik	lincRNA
ENSMUSG00000085435	4930486F22Rik	antisense
ENSMUSG00000028541	B4galt2	protein_coding
ENSMUSG00000087256	Gm15990	antisense
ENSMUSG00000091248	Gm17689	protein_coding
ENSMUSG00000006204	5430419D17Rik	protein_coding
ENSMUSG00000084899	Gm15344	processed_transcript
ENSMUSG00000035245	Eogt	protein_coding
ENSMUSG00000089959	Gm16268	antisense
ENSMUSG00000059461	Gm7331	pseudogene
ENSMUSG00000050148	Ubqln2	protein_coding
ENSMUSG00000090588	Gm9573	protein_coding
ENSMUSG00000009670	Tex11	protein_coding
ENSMUSG00000024206	Rfx2	protein_coding
ENSMUSG00000072905	Gm2016	protein_coding
ENSMUSG00000054728	Phactr1	protein_coding
ENSMUSG00000048573	Cypt3	protein_coding
ENSMUSG00000019906	Lin7a	protein_coding
ENSMUSG00000082007	Gm15206	pseudogene
ENSMUSG00000020282	Rhbdf1	protein_coding
ENSMUSG00000031150	Ccdc120	protein_coding
ENSMUSG00000096619	Gm2035	protein_coding
ENSMUSG00000028255	Clca3	protein_coding
ENSMUSG00000056737	Capg	protein_coding
ENSMUSG00000025145	Lrrc45	protein_coding
ENSMUSG00000073408	Dpcr1	protein_coding
ENSMUSG00000003382	Etv3	protein_coding
ENSMUSG00000083963	Gm15203	pseudogene
ENSMUSG00000048578	Mlec	protein_coding
ENSMUSG00000037608	Bclaf1	protein_coding
ENSMUSG00000025981	Coq10b	protein_coding
ENSMUSG00000020644	Id2	protein_coding
ENSMUSG00000037568	Vash2	protein_coding
ENSMUSG00000040483	Xaf1	protein_coding
ENSMUSG00000098872	RP23-103I12.13	lincRNA
ENSMUSG00000089881	Gm16280	antisense
ENSMUSG00000089775	Gm16270	pseudogene
ENSMUSG00000040205	Cuzd1	protein_coding
ENSMUSG00000007659	Bcl2l1	protein_coding
ENSMUSG00000089656	Gm16271	antisense
ENSMUSG00000020642	Rnf144a	protein_coding
ENSMUSG00000089666	Gm16269	pseudogene
ENSMUSG00000067787	Blcap	protein_coding
ENSMUSG00000030858	1700007K09Rik	protein_coding
ENSMUSG00000029475	Kdm2b	protein_coding
ENSMUSG00000066595	Mfsd7b	protein_coding
ENSMUSG00000030859	Fam24a	protein_coding
ENSMUSG00000039715	Wdr34	protein_coding
ENSMUSG00000062381	Vps28	protein_coding
ENSMUSG00000036960	Clca5	protein_coding
ENSMUSG00000078876	Gm14408	protein_coding
ENSMUSG00000096276	Gm2042	protein_coding
ENSMUSG00000070313	A630095E13Rik	protein_coding
ENSMUSG00000058745	Gm9174	pseudogene
ENSMUSG00000040177	2310057M21Rik	protein_coding
ENSMUSG00000098064	Gm9192	pseudogene
ENSMUSG00000068747	Sort1	protein_coding
ENSMUSG00000030059	Tmf1	protein_coding
ENSMUSG00000072437	Nanos1	protein_coding
ENSMUSG00000090216	Gm16549	antisense
ENSMUSG00000071573	Rnls	protein_coding
ENSMUSG00000033379	Atp6v0b	protein_coding
ENSMUSG00000074527	Gm14296	protein_coding
ENSMUSG00000097845	A230020J21Rik	protein_coding
ENSMUSG00000048559	4930555K19Rik	pseudogene
ENSMUSG00000041633	Kctd12b	protein_coding
ENSMUSG00000098002	Gm9658	pseudogene
ENSMUSG00000057072	1700022P22Rik	protein_coding
ENSMUSG00000081077	Gm13899	pseudogene
ENSMUSG00000060530	A930017M01Rik	pseudogene
ENSMUSG00000011658	Fuz	protein_coding
ENSMUSG00000058463	Gm5471	pseudogene
ENSMUSG00000095827	Gm5283	protein_coding
ENSMUSG00000025980	Hspd1	protein_coding
ENSMUSG00000097700	Gm26738	antisense
ENSMUSG00000096157	Gm5472	pseudogene
ENSMUSG00000063179	Pstk	protein_coding
ENSMUSG00000089828	Gm16300	pseudogene
ENSMUSG00000074674	Gm10742	protein_coding
ENSMUSG00000086875	Gm8975	protein_coding
ENSMUSG00000016940	Kctd2	protein_coding
ENSMUSG00000032110	Acrv1	protein_coding
ENSMUSG00000058934	Gm16176	antisense
ENSMUSG00000035762	Tmem161b	protein_coding
ENSMUSG00000027564	Cypt12	protein_coding
ENSMUSG00000097938	Gm26933	pseudogene
ENSMUSG00000036880	Acaa2	protein_coding
ENSMUSG00000045767	B230219D22Rik	protein_coding
ENSMUSG00000024991	Eif3a	protein_coding
ENSMUSG00000078875	Gm14419	protein_coding
ENSMUSG00000025128	Bhlhe22	protein_coding
ENSMUSG00000050978	Gm5215	pseudogene
ENSMUSG00000091542	Gm17167	processed_transcript
ENSMUSG00000098237	Gm7577	pseudogene
ENSMUSG00000021497	Txndc15	protein_coding
ENSMUSG00000079344	Lipo4	protein_coding
ENSMUSG00000096862	Gm13301	pseudogene
ENSMUSG00000056698	Elmod3	protein_coding
ENSMUSG00000091767	Gm17618	protein_coding
ENSMUSG00000082571	Gm8737	pseudogene
ENSMUSG00000039519	Cyp7b1	protein_coding
ENSMUSG00000081716	Gm14839	pseudogene
ENSMUSG00000096449	Gm4076	protein_coding
ENSMUSG00000021496	Pcbd2	protein_coding
ENSMUSG00000041528	Rnf123	protein_coding
ENSMUSG00000078872	Gm14401	protein_coding
ENSMUSG00000028399	Ptprd	protein_coding
ENSMUSG00000053846	Lipg	protein_coding
ENSMUSG00000008438	Adam21	protein_coding
ENSMUSG00000081108	Gm4234	pseudogene
ENSMUSG00000024766	Lipo1	protein_coding
ENSMUSG00000040167	Ikzf5	protein_coding
ENSMUSG00000062328	Rpl17	protein_coding
ENSMUSG00000028540	Dph2	protein_coding
ENSMUSG00000073676	Hspe1	protein_coding
ENSMUSG00000070388	Fbxo39	protein_coding
ENSMUSG00000059323	Tonsl	protein_coding
ENSMUSG00000024207	Acsbg2	protein_coding
ENSMUSG00000036299	BC031181	protein_coding
ENSMUSG00000026787	Gad2	protein_coding
ENSMUSG00000096240	Gm21830	protein_coding
ENSMUSG00000022100	Xpo7	protein_coding
ENSMUSG00000097112	Gm26727	protein_coding
ENSMUSG00000029544	Cabp1	protein_coding
ENSMUSG00000042200	Cdrt4	protein_coding
ENSMUSG00000052395	Rft1	protein_coding
ENSMUSG00000027167	Elp4	protein_coding
ENSMUSG00000024851	Pitpnm1	protein_coding
ENSMUSG00000078870	Gm14410	protein_coding
ENSMUSG00000038838	Vars2	protein_coding
ENSMUSG00000035765	Dym	protein_coding
ENSMUSG00000021548	Ccnh	protein_coding
ENSMUSG00000002679	Med6	protein_coding
ENSMUSG00000042189	Tekt3	protein_coding
ENSMUSG00000026632	Tatdn3	protein_coding
ENSMUSG00000078869	Gm14409	protein_coding
ENSMUSG00000020513	Tubd1	protein_coding
ENSMUSG00000020799	Tekt1	protein_coding
ENSMUSG00000078868	Gm14412	protein_coding
ENSMUSG00000030861	Acadsb	protein_coding
ENSMUSG00000033365	Ipo13	protein_coding
ENSMUSG00000020823	Sec14l1	protein_coding
ENSMUSG00000073434	Wdr90	protein_coding
ENSMUSG00000031554	Adam5	protein_coding
ENSMUSG00000027599	Armc1	protein_coding
ENSMUSG00000024209	1700061G19Rik	protein_coding
ENSMUSG00000025979	Mob4	protein_coding
ENSMUSG00000020641	Rsad2	protein_coding
ENSMUSG00000018217	Pmp22	protein_coding
ENSMUSG00000070332	4933422H20Rik	protein_coding
ENSMUSG00000041977	Arhgef11	protein_coding
ENSMUSG00000084203	Gm15593	pseudogene
ENSMUSG00000082289	Gm15596	pseudogene
ENSMUSG00000028975	Pex14	protein_coding
ENSMUSG00000087389	Gm15592	antisense
ENSMUSG00000083680	Gm9119	pseudogene
ENSMUSG00000025880	Smad7	protein_coding
ENSMUSG00000080767	Gm15595	pseudogene
ENSMUSG00000082191	Gm5166	pseudogene
ENSMUSG00000084947	Gm15594	antisense
ENSMUSG00000027022	Xirp2	protein_coding
ENSMUSG00000056666	Retsat	protein_coding
ENSMUSG00000071568	Gm5874	pseudogene
ENSMUSG00000040148	Hmx3	protein_coding
ENSMUSG00000098187	Gm8927	pseudogene
ENSMUSG00000094300	Gm5989	pseudogene
ENSMUSG00000096702	Gm5301	pseudogene
ENSMUSG00000093580	Gm20706	pseudogene
ENSMUSG00000035164	Zc3h12c	protein_coding
ENSMUSG00000078867	Gm14418	protein_coding
